Data ;Jogo 1;Jogo 2;Jogo 3;Jogo 4;Jogo 5;Jogo 6;Jogo 7;Jogo 8;Jogo 9;Jogo 10;Jogo 11;Jogo 12;Jogo 13;Jogo 14
22/11/2021;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2
29/11/2021;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
06/12/2021;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio
13/12/2021;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
20/12/2021;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio
10/01/2022;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio
17/01/2022;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
24/01/2022;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2
31/01/2022;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio
07/02/2022;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1
14/02/2022;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio
21/02/2022;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1
02/03/2022;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1
07/03/2022;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1
14/03/2022;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1
21/03/2022;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2
28/03/2022;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1
04/04/2022;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1
07/04/2022;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio
11/04/2022;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1
14/04/2022;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
18/04/2022;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2
22/04/2022;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio
25/04/2022;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
28/04/2022;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1
02/05/2022;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
05/05/2022;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1
09/05/2022;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio
12/05/2022;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
16/05/2022;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1
19/05/2022;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
23/05/2022;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1
26/05/2022;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2
30/05/2022;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2
03/06/2022;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2
06/06/2022;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2
09/06/2022;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
13/06/2022;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1
17/06/2022;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
20/06/2022;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1
27/06/2022;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio
30/06/2022;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1
04/07/2022;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio
11/07/2022;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
18/07/2022;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1
25/07/2022;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
01/08/2022;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1
08/08/2022;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2
15/08/2022;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1
22/08/2022;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1
29/08/2022;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
05/09/2022;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2
12/09/2022;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
19/09/2022;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio
26/09/2022;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1
03/10/2022;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio
10/10/2022;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2
17/10/2022;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 2
24/10/2022;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2
31/10/2022;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2
07/11/2022;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2
14/11/2022;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1
24/11/2022;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
28/11/2022;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1
02/12/2022;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2
09/01/2023;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2
16/01/2023;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
23/01/2023;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1
30/01/2023;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2
06/02/2023;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2
13/02/2023;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2
22/02/2023;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2
27/02/2023;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1
06/03/2023;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1
13/03/2023;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1
20/03/2023;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2
27/03/2023;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio
03/04/2023;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2
06/04/2023;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2
10/04/2023;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio
13/04/2023;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2
17/04/2023;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
20/04/2023;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1
24/04/2023;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1
27/04/2023;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
02/05/2023;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2
04/05/2023;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2
08/05/2023;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1
12/05/2023;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio
15/05/2023;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1
18/05/2023;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio
22/05/2023;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
25/05/2023;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio
29/05/2023;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
02/06/2023;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1
05/06/2023;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1
09/06/2023;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1
12/06/2023;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio
15/06/2023;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1
19/06/2023;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2
23/06/2023;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2;Coluna 1;Coluna 1
26/06/2023;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna do meio
29/06/2023;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2
03/07/2023;Coluna 1;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
10/07/2023;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio
17/07/2023;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
24/07/2023;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 1
31/07/2023;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio
07/08/2023;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1
14/08/2023;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 1
21/08/2023;Coluna do meio;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 1
28/08/2023;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1
04/09/2023;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio
11/09/2023;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1
18/09/2023;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1
25/09/2023;Coluna do meio;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
02/10/2023;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2
09/10/2023;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna 1
16/10/2023;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
23/10/2023;Coluna 2;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1
30/10/2023;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio;Coluna 2;Coluna do meio;Coluna do meio;Coluna do meio
06/11/2023;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna do meio;Coluna 2;Coluna 2;Coluna 1;Coluna 1;Coluna 2;Coluna 2;Coluna 2;Coluna 2
13/11/2023;Coluna do meio;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 2;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna 1;Coluna 1
20/11/2023;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna 1;Coluna 1
27/11/2023;Coluna 1;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 2;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna 2;Coluna do meio
04/12/2023;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna do meio;Coluna 1;Coluna 1;Coluna 2;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio
11/12/2023;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna 1;Coluna do meio;Coluna do meio;Coluna 1;Coluna do meio;Coluna do meio;Coluna 2
