Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;;;;;;;;;;;;;;
28/03/2020;22;26;59;61;65;;;;;;;;;;;;;;
30/03/2020;2;23;32;38;49;;;;;;;;;;;;;;
31/03/2020;12;16;24;39;79;;;;;;;;;;;;;;
01/04/2020;8;18;25;73;78;;;;;;;;;;;;;;
02/04/2020;13;38;51;62;74;;;;;;;;;;;;;;
03/04/2020;14;30;49;75;76;;;;;;;;;;;;;;
04/04/2020;34;37;41;67;79;;;;;;;;;;;;;;
06/04/2020;4;29;34;46;73;;;;;;;;;;;;;;
07/04/2020;5;8;38;41;79;;;;;;;;;;;;;;
08/04/2020;14;28;36;52;60;;;;;;;;;;;;;;
09/04/2020;22;31;33;59;63;;;;;;;;;;;;;;
11/04/2020;3;15;46;52;75;;;;;;;;;;;;;;
13/04/2020;2;46;66;69;72;;;;;;;;;;;;;;
14/04/2020;8;12;23;65;69;;;;;;;;;;;;;;
15/04/2020;7;50;60;63;71;;;;;;;;;;;;;;
16/04/2020;16;21;53;60;61;;;;;;;;;;;;;;
17/04/2020;1;39;54;55;67;;;;;;;;;;;;;;
18/04/2020;2;10;11;50;70;;;;;;;;;;;;;;
20/04/2020;13;21;40;50;60;;;;;;;;;;;;;;
22/04/2020;4;18;29;44;71;;;;;;;;;;;;;;
23/04/2020;4;21;30;49;68;;;;;;;;;;;;;;
24/04/2020;3;7;24;65;74;;;;;;;;;;;;;;
25/04/2020;14;26;47;58;70;;;;;;;;;;;;;;
27/04/2020;11;15;43;51;73;;;;;;;;;;;;;;
28/04/2020;21;25;33;57;74;;;;;;;;;;;;;;
29/04/2020;26;38;41;77;79;;;;;;;;;;;;;;
30/04/2020;4;11;44;57;70;;;;;;;;;;;;;;
02/05/2020;29;49;57;70;78;;;;;;;;;;;;;;
04/05/2020;1;7;8;23;33;;;;;;;;;;;;;;
05/05/2020;2;20;27;30;53;;;;;;;;;;;;;;
06/05/2020;20;34;60;66;69;;;;;;;;;;;;;;
07/05/2020;4;12;26;79;80;;;;;;;;;;;;;;
08/05/2020;3;10;22;38;45;;;;;;;;;;;;;;
09/05/2020;17;23;26;34;73;;;;;;;;;;;;;;
11/05/2020;4;10;18;58;72;;;;;;;;;;;;;;
12/05/2020;16;39;40;59;60;;;;;;;;;;;;;;
13/05/2020;11;15;21;33;57;;;;;;;;;;;;;;
14/05/2020;8;27;34;46;54;;;;;;;;;;;;;;
15/05/2020;19;31;61;62;71;;;;;;;;;;;;;;
16/05/2020;21;22;27;34;52;;;;;;;;;;;;;;
18/05/2020;14;65;66;68;73;;;;;;;;;;;;;;
19/05/2020;13;16;17;26;60;;;;;;;;;;;;;;
20/05/2020;20;22;25;43;78;;;;;;;;;;;;;;
21/05/2020;15;16;26;38;62;;;;;;;;;;;;;;
22/05/2020;14;29;39;54;76;;;;;;;;;;;;;;
23/05/2020;3;21;33;48;77;;;;;;;;;;;;;;
25/05/2020;6;24;35;48;63;;;;;;;;;;;;;;
26/05/2020;4;9;47;53;62;;;;;;;;;;;;;;
27/05/2020;1;48;49;52;63;;;;;;;;;;;;;;
28/05/2020;14;24;54;68;71;;;;;;;;;;;;;;
29/05/2020;20;35;36;71;77;;;;;;;;;;;;;;
30/05/2020;12;38;40;53;68;;;;;;;;;;;;;;
01/06/2020;10;12;29;65;79;;;;;;;;;;;;;;
02/06/2020;12;25;51;60;74;;;;;;;;;;;;;;
03/06/2020;33;36;44;71;75;;;;;;;;;;;;;;
04/06/2020;10;14;30;44;67;;;;;;;;;;;;;;
05/06/2020;6;24;26;29;32;;;;;;;;;;;;;;
06/06/2020;1;9;30;38;71;;;;;;;;;;;;;;
08/06/2020;10;56;62;70;78;;;;;;;;;;;;;;
09/06/2020;46;47;65;67;71;;;;;;;;;;;;;;
10/06/2020;12;28;37;39;67;;;;;;;;;;;;;;
12/06/2020;2;18;20;23;38;;;;;;;;;;;;;;
13/06/2020;6;25;27;49;73;;;;;;;;;;;;;;
15/06/2020;8;44;64;66;78;;;;;;;;;;;;;;
16/06/2020;7;39;43;52;59;;;;;;;;;;;;;;
17/06/2020;4;43;65;75;78;;;;;;;;;;;;;;
18/06/2020;46;47;51;60;76;;;;;;;;;;;;;;
27/06/2020;7;17;29;55;78;;;;;;;;;;;;;;
29/06/2020;30;40;45;75;78;;;;;;;;;;;;;;
30/06/2020;29;68;69;75;80;;;;;;;;;;;;;;
01/07/2020;21;24;30;52;53;;;;;;;;;;;;;;
02/07/2020;23;31;34;72;79;;;;;;;;;;;;;;
03/07/2020;7;8;42;46;56;;;;;;;;;;;;;;
04/07/2020;23;30;53;58;80;;;;;;;;;;;;;;
06/07/2020;11;14;49;68;69;;;;;;;;;;;;;;
07/07/2020;4;5;30;43;61;;;;;;;;;;;;;;
08/07/2020;14;16;40;60;68;;;;;;;;;;;;;;
09/07/2020;6;12;22;54;77;;;;;;;;;;;;;;
10/07/2020;8;43;58;64;79;;;;;;;;;;;;;;
11/07/2020;15;23;29;31;55;;;;;;;;;;;;;;
13/07/2020;5;10;30;35;79;;;;;;;;;;;;;;
14/07/2020;4;37;56;66;73;;;;;;;;;;;;;;
15/07/2020;4;7;34;45;74;;;;;;;;;;;;;;
16/07/2020;18;19;20;26;74;;;;;;;;;;;;;;
17/07/2020;24;30;33;72;74;;;;;;;;;;;;;;
18/07/2020;6;21;30;66;79;;;;;;;;;;;;;;
20/07/2020;20;25;37;46;79;;;;;;;;;;;;;;
21/07/2020;13;23;42;65;73;;;;;;;;;;;;;;
22/07/2020;25;29;50;71;75;;;;;;;;;;;;;;
23/07/2020;3;6;7;28;29;;;;;;;;;;;;;;
24/07/2020;9;42;46;47;49;;;;;;;;;;;;;;
25/07/2020;35;50;61;62;66;;;;;;;;;;;;;;
27/07/2020;10;13;23;25;40;;;;;;;;;;;;;;
28/07/2020;3;41;52;59;68;;;;;;;;;;;;;;
29/07/2020;26;35;37;50;52;;;;;;;;;;;;;;
30/07/2020;3;10;25;43;49;;;;;;;;;;;;;;
31/07/2020;14;42;44;51;65;;;;;;;;;;;;;;
01/08/2020;12;31;36;52;74;;;;;;;;;;;;;;
03/08/2020;1;4;20;25;76;;;;;;;;;;;;;;
04/08/2020;34;49;59;70;74;;;;;;;;;;;;;;
05/08/2020;6;24;33;64;74;;;;;;;;;;;;;;
06/08/2020;16;40;43;63;77;;;;;;;;;;;;;;
07/08/2020;8;13;20;31;37;;;;;;;;;;;;;;
08/08/2020;13;15;45;54;58;;;;;;;;;;;;;;
10/08/2020;18;35;72;77;80;;;;;;;;;;;;;;
11/08/2020;11;23;38;51;68;;;;;;;;;;;;;;
12/08/2020;5;29;52;67;73;;;;;;;;;;;;;;
13/08/2020;15;26;34;41;64;;;;;;;;;;;;;;
14/08/2020;16;43;65;66;71;;;;;;;;;;;;;;
15/08/2020;8;21;25;34;71;;;;;;;;;;;;;;
17/08/2020;9;17;39;55;69;;;;;;;;;;;;;;
18/08/2020;13;33;44;54;59;;;;;;;;;;;;;;
19/08/2020;13;39;50;64;77;;;;;;;;;;;;;;
20/08/2020;13;16;46;54;62;;;;;;;;;;;;;;
21/08/2020;10;23;49;63;69;;;;;;;;;;;;;;
22/08/2020;5;28;31;58;76;;;;;;;;;;;;;;
24/08/2020;39;53;55;58;78;;;;;;;;;;;;;;
25/08/2020;22;29;51;58;63;;;;;;;;;;;;;;
26/08/2020;3;6;24;39;63;;;;;;;;;;;;;;
27/08/2020;5;10;51;70;75;;;;;;;;;;;;;;
28/08/2020;21;39;56;65;74;;;;;;;;;;;;;;
29/08/2020;25;27;67;73;77;;;;;;;;;;;;;;
31/08/2020;13;19;41;43;58;;;;;;;;;;;;;;
01/09/2020;7;43;59;61;62;;;;;;;;;;;;;;
02/09/2020;4;13;39;54;80;;;;;;;;;;;;;;
03/09/2020;20;37;41;51;58;;;;;;;;;;;;;;
04/09/2020;6;11;38;49;58;;;;;;;;;;;;;;
05/09/2020;1;28;29;59;65;;;;;;;;;;;;;;
08/09/2020;19;37;46;61;65;;;;;;;;;;;;;;
09/09/2020;16;31;35;72;73;;;;;;;;;;;;;;
10/09/2020;35;41;64;69;70;;;;;;;;;;;;;;
11/09/2020;2;3;31;50;73;;;;;;;;;;;;;;
12/09/2020;3;38;50;69;78;;;;;;;;;;;;;;
14/09/2020;5;14;33;52;59;;;;;;;;;;;;;;
15/09/2020;15;17;41;58;76;;;;;;;;;;;;;;
16/09/2020;3;4;31;34;41;;;;;;;;;;;;;;
17/09/2020;21;45;50;56;69;;;;;;;;;;;;;;
18/09/2020;8;41;70;72;80;;;;;;;;;;;;;;
19/09/2020;7;10;29;41;68;;;;;;;;;;;;;;
21/09/2020;2;22;37;59;77;;;;;;;;;;;;;;
22/09/2020;6;33;35;40;51;;;;;;;;;;;;;;
23/09/2020;11;45;46;54;67;;;;;;;;;;;;;;
24/09/2020;8;12;28;31;34;;;;;;;;;;;;;;
25/09/2020;5;14;39;47;79;;;;;;;;;;;;;;
26/09/2020;15;17;18;74;77;;;;;;;;;;;;;;
28/09/2020;10;41;46;54;69;;;;;;;;;;;;;;
29/09/2020;12;19;52;64;72;;;;;;;;;;;;;;
30/09/2020;13;43;52;64;72;;;;;;;;;;;;;;
01/10/2020;14;31;32;35;62;;;;;;;;;;;;;;
02/10/2020;10;20;21;33;42;;;;;;;;;;;;;;
05/10/2020;16;30;40;44;73;;;;;;;;;;;;;;
05/10/2020;22;35;39;53;62;;;;;;;;;;;;;;
06/10/2020;17;19;21;61;63;;;;;;;;;;;;;;
07/10/2020;10;45;53;59;65;;;;;;;;;;;;;;
08/10/2020;2;5;11;16;51;;;;;;;;;;;;;;
09/10/2020;33;35;52;65;74;;;;;;;;;;;;;;
10/10/2020;4;13;39;48;77;;;;;;;;;;;;;;
13/10/2020;4;6;16;22;75;;;;;;;;;;;;;;
14/10/2020;4;25;46;53;71;;;;;;;;;;;;;;
15/10/2020;4;20;38;64;65;;;;;;;;;;;;;;
16/10/2020;13;14;35;55;76;;;;;;;;;;;;;;
17/10/2020;3;12;27;61;67;;;;;;;;;;;;;;
19/10/2020;15;22;30;48;73;;;;;;;;;;;;;;
20/10/2020;16;28;42;66;75;;;;;;;;;;;;;;
21/10/2020;3;11;30;54;57;;;;;;;;;;;;;;
22/10/2020;5;32;41;51;76;;;;;;;;;;;;;;
23/10/2020;9;14;37;54;80;;;;;;;;;;;;;;
24/10/2020;27;32;44;46;49;;;;;;;;;;;;;;
26/10/2020;32;56;65;74;80;;;;;;;;;;;;;;
27/10/2020;7;18;32;52;71;;;;;;;;;;;;;;
28/10/2020;9;61;63;66;67;;;;;;;;;;;;;;
29/10/2020;5;7;33;42;64;;;;;;;;;;;;;;
30/10/2020;20;34;66;70;75;;;;;;;;;;;;;;
31/10/2020;18;43;46;47;79;;;;;;;;;;;;;;
03/11/2020;41;46;54;57;65;;;;;;;;;;;;;;
04/11/2020;4;11;16;28;45;;;;;;;;;;;;;;
05/11/2020;39;54;64;67;71;;;;;;;;;;;;;;
06/11/2020;16;22;27;41;75;;;;;;;;;;;;;;
07/11/2020;1;4;21;26;46;;;;;;;;;;;;;;
09/11/2020;18;30;31;36;60;;;;;;;;;;;;;;
10/11/2020;6;37;38;70;71;;;;;;;;;;;;;;
11/11/2020;1;4;6;8;56;;;;;;;;;;;;;;
12/11/2020;11;21;37;61;70;;;;;;;;;;;;;;
13/11/2020;4;18;24;65;73;;;;;;;;;;;;;;
14/11/2020;6;9;10;29;38;;;;;;;;;;;;;;
16/11/2020;1;34;47;61;80;;;;;;;;;;;;;;
17/11/2020;22;35;44;53;66;;;;;;;;;;;;;;
18/11/2020;8;13;62;66;67;;;;;;;;;;;;;;
19/11/2020;7;22;51;66;78;;;;;;;;;;;;;;
20/11/2020;3;14;38;64;65;;;;;;;;;;;;;;
21/11/2020;9;17;63;75;77;;;;;;;;;;;;;;
23/11/2020;2;23;28;63;64;;;;;;;;;;;;;;
24/11/2020;11;12;35;63;80;;;;;;;;;;;;;;
25/11/2020;15;36;44;54;65;;;;;;;;;;;;;;
26/11/2020;6;33;36;37;78;;;;;;;;;;;;;;
27/11/2020;10;18;23;36;78;;;;;;;;;;;;;;
28/11/2020;2;44;45;60;67;;;;;;;;;;;;;;
30/11/2020;1;9;54;59;76;;;;;;;;;;;;;;
01/12/2020;3;37;64;71;75;;;;;;;;;;;;;;
02/12/2020;14;17;50;64;72;;;;;;;;;;;;;;
03/12/2020;40;45;53;72;75;;;;;;;;;;;;;;
04/12/2020;19;34;56;74;76;;;;;;;;;;;;;;
05/12/2020;8;37;39;41;66;;;;;;;;;;;;;;
07/12/2020;27;35;56;59;73;;;;;;;;;;;;;;
08/12/2020;35;41;60;75;77;;;;;;;;;;;;;;
09/12/2020;9;26;55;67;74;;;;;;;;;;;;;;
10/12/2020;15;21;61;62;65;;;;;;;;;;;;;;
11/12/2020;8;13;18;26;29;;;;;;;;;;;;;;
12/12/2020;27;33;45;70;76;;;;;;;;;;;;;;
14/12/2020;6;10;55;68;71;;;;;;;;;;;;;;
15/12/2020;18;37;41;57;76;;;;;;;;;;;;;;
16/12/2020;5;8;10;22;54;;;;;;;;;;;;;;
17/12/2020;12;39;57;64;80;;;;;;;;;;;;;;
18/12/2020;48;54;67;68;73;;;;;;;;;;;;;;
19/12/2020;9;24;63;64;72;;;;;;;;;;;;;;
21/12/2020;33;61;70;77;79;;;;;;;;;;;;;;
22/12/2020;2;31;55;59;76;;;;;;;;;;;;;;
23/12/2020;18;20;43;70;76;;;;;;;;;;;;;;
24/12/2020;3;7;30;46;76;;;;;;;;;;;;;;
26/12/2020;18;33;36;68;71;;;;;;;;;;;;;;
28/12/2020;12;29;34;52;76;;;;;;;;;;;;;;
29/12/2020;2;14;20;57;79;;;;;;;;;;;;;;
30/12/2020;12;47;64;70;71;;;;;;;;;;;;;;
31/12/2020;7;26;59;60;66;;;;;;;;;;;;;;
02/01/2021;5;57;58;65;80;;;;;;;;;;;;;;
04/01/2021;1;16;24;48;64;;;;;;;;;;;;;;
05/01/2021;5;11;44;60;80;;;;;;;;;;;;;;
06/01/2021;22;31;37;53;71;;;;;;;;;;;;;;
07/01/2021;21;27;37;48;61;;;;;;;;;;;;;;
08/01/2021;26;31;53;65;72;;;;;;;;;;;;;;
09/01/2021;36;53;54;55;68;;;;;;;;;;;;;;
11/01/2021;10;24;28;52;79;;;;;;;;;;;;;;
12/01/2021;8;14;49;70;72;;;;;;;;;;;;;;
13/01/2021;26;29;47;68;80;;;;;;;;;;;;;;
14/01/2021;1;13;15;56;61;;;;;;;;;;;;;;
15/01/2021;22;23;25;34;56;;;;;;;;;;;;;;
16/01/2021;15;21;38;43;59;;;;;;;;;;;;;;
18/01/2021;10;14;29;63;72;;;;;;;;;;;;;;
19/01/2021;5;62;66;68;75;;;;;;;;;;;;;;
20/01/2021;7;27;35;39;49;;;;;;;;;;;;;;
21/01/2021;4;29;35;46;47;;;;;;;;;;;;;;
22/01/2021;13;41;44;70;71;;;;;;;;;;;;;;
23/01/2021;20;33;41;46;67;;;;;;;;;;;;;;
25/01/2021;23;37;42;46;79;;;;;;;;;;;;;;
26/01/2021;10;16;45;63;75;;;;;;;;;;;;;;
27/01/2021;6;12;13;14;76;;;;;;;;;;;;;;
28/01/2021;28;33;35;74;79;;;;;;;;;;;;;;
29/01/2021;28;33;41;69;74;;;;;;;;;;;;;;
30/01/2021;13;34;55;57;59;;;;;;;;;;;;;;
01/02/2021;42;52;62;73;74;;;;;;;;;;;;;;
02/02/2021;25;27;40;63;70;;;;;;;;;;;;;;
03/02/2021;1;2;54;57;79;;;;;;;;;;;;;;
04/02/2021;13;32;39;52;59;;;;;;;;;;;;;;
05/02/2021;12;38;49;53;77;;;;;;;;;;;;;;
06/02/2021;4;26;29;53;57;;;;;;;;;;;;;;
08/02/2021;25;31;51;60;71;;;;;;;;;;;;;;
09/02/2021;23;30;57;65;66;;;;;;;;;;;;;;
10/02/2021;5;40;59;63;79;;;;;;;;;;;;;;
11/02/2021;3;18;27;31;43;;;;;;;;;;;;;;
12/02/2021;4;7;19;55;69;;;;;;;;;;;;;;
13/02/2021;14;27;36;39;47;;;;;;;;;;;;;;
17/02/2021;48;53;60;66;77;;;;;;;;;;;;;;
18/02/2021;3;12;29;38;52;;;;;;;;;;;;;;
19/02/2021;7;11;23;65;70;;;;;;;;;;;;;;
20/02/2021;4;17;54;66;80;;;;;;;;;;;;;;
22/02/2021;46;58;69;79;80;;;;;;;;;;;;;;
23/02/2021;25;46;47;49;66;;;;;;;;;;;;;;
24/02/2021;6;22;33;53;67;;;;;;;;;;;;;;
25/02/2021;3;19;34;45;79;;;;;;;;;;;;;;
26/02/2021;16;20;25;26;58;;;;;;;;;;;;;;
27/02/2021;29;45;50;68;72;;;;;;;;;;;;;;
01/03/2021;19;23;60;70;80;;;;;;;;;;;;;;
02/03/2021;45;48;71;73;75;;;;;;;;;;;;;;
03/03/2021;2;18;39;44;55;;;;;;;;;;;;;;
04/03/2021;23;27;54;59;60;;;;;;;;;;;;;;
05/03/2021;11;13;24;54;71;;;;;;;;;;;;;;
06/03/2021;20;29;42;58;71;;;;;;;;;;;;;;
08/03/2021;11;47;58;67;73;;;;;;;;;;;;;;
09/03/2021;8;18;32;62;80;;;;;;;;;;;;;;
10/03/2021;12;23;24;37;63;;;;;;;;;;;;;;
11/03/2021;11;20;22;24;34;;;;;;;;;;;;;;
12/03/2021;2;6;9;45;64;;;;;;;;;;;;;;
13/03/2021;9;16;46;49;70;;;;;;;;;;;;;;
15/03/2021;28;40;45;46;54;;;;;;;;;;;;;;
16/03/2021;2;29;63;72;77;;;;;;;;;;;;;;
17/03/2021;17;20;21;65;77;;;;;;;;;;;;;;
18/03/2021;9;17;26;49;50;;;;;;;;;;;;;;
19/03/2021;7;8;12;19;59;;;;;;;;;;;;;;
20/03/2021;21;37;42;53;61;;;;;;;;;;;;;;
22/03/2021;13;21;31;48;77;;;;;;;;;;;;;;
23/03/2021;26;29;61;69;74;;;;;;;;;;;;;;
24/03/2021;12;20;52;71;72;;;;;;;;;;;;;;
25/03/2021;9;34;42;54;64;;;;;;;;;;;;;;
26/03/2021;29;42;53;58;80;;;;;;;;;;;;;;
27/03/2021;12;37;50;67;75;;;;;;;;;;;;;;
29/03/2021;11;14;22;33;80;;;;;;;;;;;;;;
30/03/2021;2;4;22;50;61;;;;;;;;;;;;;;
31/03/2021;19;28;41;69;78;;;;;;;;;;;;;;
01/04/2021;4;19;20;53;69;;;;;;;;;;;;;;
03/04/2021;4;7;13;30;41;;;;;;;;;;;;;;
05/04/2021;12;16;19;20;68;;;;;;;;;;;;;;
06/04/2021;45;46;51;53;73;;;;;;;;;;;;;;
07/04/2021;17;32;41;58;69;;;;;;;;;;;;;;
08/04/2021;4;9;63;71;78;;;;;;;;;;;;;;
09/04/2021;1;4;7;13;78;;;;;;;;;;;;;;
10/04/2021;9;26;28;32;41;;;;;;;;;;;;;;
12/04/2021;33;36;37;47;69;;;;;;;;;;;;;;
13/04/2021;7;9;34;66;78;;;;;;;;;;;;;;
14/04/2021;13;24;30;33;43;;;;;;;;;;;;;;
15/04/2021;15;20;28;38;54;;;;;;;;;;;;;;
16/04/2021;9;10;15;63;69;;;;;;;;;;;;;;
17/04/2021;12;32;68;73;75;;;;;;;;;;;;;;
19/04/2021;39;43;44;56;70;;;;;;;;;;;;;;
20/04/2021;28;30;37;64;76;;;;;;;;;;;;;;
22/04/2021;42;55;56;62;80;;;;;;;;;;;;;;
23/04/2021;4;16;20;32;61;;;;;;;;;;;;;;
24/04/2021;35;50;66;67;77;;;;;;;;;;;;;;
26/04/2021;6;24;53;73;76;;;;;;;;;;;;;;
27/04/2021;23;24;26;31;44;;;;;;;;;;;;;;
28/04/2021;7;12;21;58;74;;;;;;;;;;;;;;
29/04/2021;1;15;33;53;70;;;;;;;;;;;;;;
30/04/2021;5;31;63;64;78;;;;;;;;;;;;;;
03/05/2021;9;13;66;72;74;;;;;;;;;;;;;;
04/05/2021;12;18;67;68;71;;;;;;;;;;;;;;
05/05/2021;25;31;34;39;65;;;;;;;;;;;;;;
06/05/2021;10;28;39;44;62;;;;;;;;;;;;;;
07/05/2021;11;20;22;34;44;;;;;;;;;;;;;;
08/05/2021;2;21;34;52;72;;;;;;;;;;;;;;
10/05/2021;32;55;56;62;63;;;;;;;;;;;;;;
11/05/2021;25;40;61;69;78;;;;;;;;;;;;;;
12/05/2021;11;13;31;51;69;;;;;;;;;;;;;;
13/05/2021;21;27;42;57;71;;;;;;;;;;;;;;
14/05/2021;37;52;59;72;79;;;;;;;;;;;;;;
15/05/2021;5;23;38;56;75;;;;;;;;;;;;;;
17/05/2021;37;45;58;59;72;;;;;;;;;;;;;;
18/05/2021;10;14;27;58;60;;;;;;;;;;;;;;
19/05/2021;10;52;54;57;63;;;;;;;;;;;;;;
20/05/2021;11;38;54;63;67;;;;;;;;;;;;;;
21/05/2021;5;11;17;27;53;;;;;;;;;;;;;;
22/05/2021;29;63;69;75;78;;;;;;;;;;;;;;
24/05/2021;12;14;35;39;56;;;;;;;;;;;;;;
25/05/2021;14;34;38;46;59;;;;;;;;;;;;;;
26/05/2021;3;15;21;36;68;;;;;;;;;;;;;;
27/05/2021;17;35;41;71;76;;;;;;;;;;;;;;
28/05/2021;9;16;37;45;77;;;;;;;;;;;;;;
29/05/2021;25;40;45;59;76;;;;;;;;;;;;;;
31/05/2021;2;17;34;37;68;;;;;;;;;;;;;;
01/06/2021;8;9;57;75;78;;;;;;;;;;;;;;
02/06/2021;1;20;51;67;78;;;;;;;;;;;;;;
04/06/2021;10;27;40;46;74;;;;;;;;;;;;;;
05/06/2021;4;22;32;64;74;;;;;;;;;;;;;;
07/06/2021;17;37;38;51;56;;;;;;;;;;;;;;
08/06/2021;7;10;35;67;78;;;;;;;;;;;;;;
09/06/2021;14;23;44;58;63;;;;;;;;;;;;;;
10/06/2021;25;26;30;70;75;;;;;;;;;;;;;;
11/06/2021;3;50;52;53;74;;;;;;;;;;;;;;
12/06/2021;8;48;50;58;60;;;;;;;;;;;;;;
14/06/2021;10;19;28;29;73;;;;;;;;;;;;;;
26/06/2021;25;28;36;60;61;;;;;;;;;;;;;;
28/06/2021;26;33;68;74;79;;;;;;;;;;;;;;
29/06/2021;12;30;47;48;74;;;;;;;;;;;;;;
30/06/2021;10;43;46;59;70;;;;;;;;;;;;;;
01/07/2021;44;54;56;73;80;;;;;;;;;;;;;;
02/07/2021;28;43;61;63;67;;;;;;;;;;;;;;
03/07/2021;3;21;42;64;73;;;;;;;;;;;;;;
05/07/2021;20;32;38;56;65;;;;;;;;;;;;;;
06/07/2021;12;47;60;69;77;;;;;;;;;;;;;;
07/07/2021;14;25;49;73;77;;;;;;;;;;;;;;
08/07/2021;18;19;38;49;74;;;;;;;;;;;;;;
09/07/2021;1;10;20;24;46;;;;;;;;;;;;;;
10/07/2021;3;18;31;37;65;;;;;;;;;;;;;;
12/07/2021;28;33;44;60;61;;;;;;;;;;;;;;
13/07/2021;16;28;36;65;74;;;;;;;;;;;;;;
14/07/2021;5;31;33;46;55;;;;;;;;;;;;;;
15/07/2021;2;11;32;65;77;;;;;;;;;;;;;;
16/07/2021;10;28;29;64;68;;;;;;;;;;;;;;
17/07/2021;6;11;15;55;79;;;;;;;;;;;;;;
19/07/2021;5;21;31;35;60;;;;;;;;;;;;;;
20/07/2021;39;43;61;64;75;;;;;;;;;;;;;;
21/07/2021;14;16;42;63;68;;;;;;;;;;;;;;
22/07/2021;3;42;68;70;75;;;;;;;;;;;;;;
23/07/2021;51;58;64;68;74;;;;;;;;;;;;;;
24/07/2021;6;42;73;75;80;;;;;;;;;;;;;;
26/07/2021;14;16;23;27;62;;;;;;;;;;;;;;
27/07/2021;13;42;49;61;77;;;;;;;;;;;;;;
28/07/2021;1;12;20;25;47;;;;;;;;;;;;;;
29/07/2021;13;25;27;34;41;;;;;;;;;;;;;;
30/07/2021;25;45;54;57;70;;;;;;;;;;;;;;
31/07/2021;41;47;50;69;80;;;;;;;;;;;;;;
02/08/2021;15;41;49;56;61;;;;;;;;;;;;;;
03/08/2021;3;30;56;62;74;;;;;;;;;;;;;;
04/08/2021;12;35;56;64;69;;;;;;;;;;;;;;
05/08/2021;18;22;36;51;53;;;;;;;;;;;;;;
06/08/2021;5;21;45;47;77;;;;;;;;;;;;;;
07/08/2021;3;22;37;72;76;;;;;;;;;;;;;;
09/08/2021;17;18;24;36;51;;;;;;;;;;;;;;
10/08/2021;25;35;52;76;80;;;;;;;;;;;;;;
11/08/2021;10;11;42;44;64;;;;;;;;;;;;;;
12/08/2021;7;9;20;23;76;;;;;;;;;;;;;;
13/08/2021;22;26;32;42;45;;;;;;;;;;;;;;
14/08/2021;4;16;32;41;69;;;;;;;;;;;;;;
16/08/2021;15;23;28;39;56;;;;;;;;;;;;;;
17/08/2021;21;31;35;60;63;;;;;;;;;;;;;;
18/08/2021;64;66;70;73;74;;;;;;;;;;;;;;
19/08/2021;4;51;53;61;80;;;;;;;;;;;;;;
20/08/2021;2;19;33;42;80;;;;;;;;;;;;;;
21/08/2021;5;6;7;20;52;;;;;;;;;;;;;;
23/08/2021;42;56;57;66;77;;;;;;;;;;;;;;
24/08/2021;26;30;33;49;79;;;;;;;;;;;;;;
25/08/2021;13;31;57;62;74;;;;;;;;;;;;;;
26/08/2021;5;7;27;29;35;;;;;;;;;;;;;;
27/08/2021;2;4;11;15;41;;;;;;;;;;;;;;
28/08/2021;29;42;58;66;78;;;;;;;;;;;;;;
30/08/2021;28;33;40;74;79;;;;;;;;;;;;;;
31/08/2021;23;26;33;73;79;;;;;;;;;;;;;;
01/09/2021;6;18;34;35;57;;;;;;;;;;;;;;
02/09/2021;5;13;31;41;42;;;;;;;;;;;;;;
03/09/2021;18;26;38;55;76;;;;;;;;;;;;;;
04/09/2021;4;15;44;52;62;;;;;;;;;;;;;;
06/09/2021;9;37;50;52;64;;;;;;;;;;;;;;
08/09/2021;16;43;49;52;73;;;;;;;;;;;;;;
09/09/2021;18;21;46;49;54;;;;;;;;;;;;;;
10/09/2021;30;40;42;68;70;;;;;;;;;;;;;;
11/09/2021;1;28;31;68;78;;;;;;;;;;;;;;
13/09/2021;30;31;41;44;60;;;;;;;;;;;;;;
14/09/2021;22;27;48;54;76;;;;;;;;;;;;;;
15/09/2021;28;32;34;37;66;;;;;;;;;;;;;;
16/09/2021;20;30;39;45;73;;;;;;;;;;;;;;
17/09/2021;5;26;40;52;67;;;;;;;;;;;;;;
18/09/2021;10;13;30;57;66;;;;;;;;;;;;;;
20/09/2021;22;34;51;68;74;;;;;;;;;;;;;;
21/09/2021;23;36;42;55;74;;;;;;;;;;;;;;
22/09/2021;8;12;60;70;74;;;;;;;;;;;;;;
23/09/2021;37;43;49;61;66;;;;;;;;;;;;;;
24/09/2021;4;25;28;37;70;;;;;;;;;;;;;;
25/09/2021;9;21;54;67;71;;;;;;;;;;;;;;
27/09/2021;2;3;21;36;77;;;;;;;;;;;;;;
28/09/2021;11;40;58;71;78;;;;;;;;;;;;;;
29/09/2021;10;36;39;43;52;;;;;;;;;;;;;;
30/09/2021;33;36;38;40;76;;;;;;;;;;;;;;
01/10/2021;4;22;59;69;75;;;;;;;;;;;;;;
02/10/2021;24;28;31;53;59;;;;;;;;;;;;;;
04/10/2021;15;37;39;67;73;;;;;;;;;;;;;;
05/10/2021;23;48;50;52;67;;;;;;;;;;;;;;
06/10/2021;14;19;35;36;64;;;;;;;;;;;;;;
07/10/2021;13;17;64;67;75;;;;;;;;;;;;;;
08/10/2021;9;25;40;52;68;;;;;;;;;;;;;;
09/10/2021;8;17;34;42;67;;;;;;;;;;;;;;
13/10/2021;8;10;19;47;73;;;;;;;;;;;;;;
14/10/2021;27;42;46;47;62;;;;;;;;;;;;;;
